rating,review,location
1.0,"On the morning of February 27th I went to the Methodist Hospital ER in Katy.  I was not impressed with the service for several reasons.,1.  The triage nurse, although friendly, made jokes that, when one is at the ER and having a difficult time, both my husband and I considered inappropriate.  Calling to ask for a room for the night for me as a joke while I am silently freaking out is not helpful.,2.  The doctor, also friendly, was also a little too jokey about my health problem and situation.  I used to work in an ER and Trauma Center, so I understand the humor.  However, I think it is important that staff remember that no one goes to the ER on a Sunday morning (or ever??) for a good time.  Just do your job, do it well and get it done.  Leave the humor at the door.,and finally, 3.  After spending my co-pay of $130, it was found by my doctor at follow up that the ER did not even give me the necessary treatment needed.  Due to the lack of treatment, which was time sensetive, I may face additional health problems in the future.  ,Thanks, guys.,Now that Katy has multiple choices for hospital care, choosing an ER (or healthcare of any kind, for that matter) isn't just a shot in the dark anymore.. you can choose someone you really like and trust.  After my experience on Sunday, I will not be going to Methodist again and I will encourage others to do the same.",Houston Methodist West Hospital
1.0,My wife was transfered there today after being at freestanding ER all day. The Er doctor at Spheir Er Called over and explained everything to the admissions department.  She was a direct Admit into Methodist.   My wife 6 months ago had a shunt put in for Pseduotumor and was having issues with it. She started to have severe headaches and vomiting 2 days ago.   We really did not want to go to Methodist because of our last visit there 2 years ago but were assured by the ER doctor at Spheir that everything was going to be OK because he had went into detail and was sending the new CT scans and x-rays.  Stated that her valve needed to be adjusted because it was draining too much.  So that brings us back to  2 years ago when she was there suffering from severe headaches and vomiting and we went to Methodist.  The attending physician accused my wife of seeking drugs and discharged her even though she was still in severe pain.  The following week we were back at another hospital Christis.  It was there where the ER doctor asked for her ct scan from Methodist West and asked us If they had talked to us about possible MS.  So he then tested her for it and measured her spinal fluid pressure and it was over 40.  So then she was reffered to a neurologist who treated her with meds to decrease fluid and that did not work.  Her eye vision then went bad and she was sent to a neurosurgeon and had a shunt put in immediately.  Well any way she started having problems with the shunt not working correctely yesterday and we went to a free standing ER and was then transfered back to this hospital.  The same attending physician saw her and immediately accused her of seeking pain medication.  I informed him that because of him even though he had nothing to do with this we found out what was wrong with her.  (he ordered the CAT scan but ignored the radiologist's recommendations)  Well anyway he then had her transfered to another hospital because he did not want to deal with her.  I will never go back to this hospital or any hospital that Dr. Tampoe is associated with.  I am in medicine and would never accuse someone of something without knowing all the facts.  Never have I seen my wife treated so poorly.  Never will I go to or ever suggest anyone to go to this hospital.  Methodist should be ashamed that this physician represents them.,Houston Methodist West Hospital
1.0,"We went there for a colonoscopy.  The staff was friendly, however my husband has had colonoscopies at another hospital and their customer service and patient care was by far better than the Methodist.  I looked at how much they billed my insurance and they are EXPENSIVE.  Please stay away from this hospital. The are the most expensive ones  and we were not impressed with their service.  Now we are stuck with an expensive medical bill that could've been avoided.   STAY AWAY FROM THAT HOSPITAL!!!!!!!!!!!!!!!!!!!!!! They are crooks in white robes!!!",Houston Methodist West Hospital
1.0,"Went to Methodist Katy for an mri. Three days before my procedure the hospital called and said insurance is done we do not need any payment at this time. Went to the hospital and waited 30 minutes to be checked in. Then told they didn't have my insurance. Went through all of that again and now they tell me I will have to pay $2,000. I tell them I can pay $600 every 2 weeks. they tell me that I would atleast have to pay $1,000 and I told them I can pay $600. They said well then just leave. I of course took phone numbers of bosses and called and explained what happened. they were apologetic,but I also called my insurance company and  connected me with Katy imaging and their charge for am MRI is $425. I will not go back to Methodist and I am changing doctors,so I will not have my surgery done there. That was inexcusable to treat a patient like that.",Houston Methodist West Hospital
3.0,"Seen in a very short time. They drew blood before the doctor saw me knowing he was going to run some labs. My other diagnostics were back to back cutting the waiting time down. No one check on me to see how my pain was between,mostly after the diagnostics.",Houston Methodist West Hospital
5.0,"I love this place! for years i have had breathing issues and pain everyonekept telling me it was anxiety and dismissed my concerns. I went INto methodist katy and the dr felt that something wasnt right and acted on it. Come to find out i have pulmonary fibrosis. Everyone was so nice to me and very helpful. This is byfar the best hospital i have ever been to. I really have issues with all Memorial herman hospitals, Cy fair and cypress hospitals. This place really blew me away with their caring staff and concern for the patient. They thrive to be the best and they are!",Houston Methodist West Hospital
5.0,"My husband is currently at Methodist waiting a liver transplant. I am so impressed with the hospital, the staff and the doctors. Everyone has gone out of their way to be nice and caring and helpful. During this particularly stressful time it is wonderful to be treated with patience and dignity.,I am sincerely of the impression that if it can be done medically, it can be done at Methodist.,I am so happy our local hospital sent us to Methodist.",Houston Methodist Hospital
5.0,"Woo hoo! As good as it gets! is exactly what I thought! ,After being in this hospital back and forth for an entire week to see my significant other, I felt like we were all friends that met at a cruise in Cozumel to enjoy the experience making our trip pleasant, and that it was. ,All the nurses went over and beyond to take care of my stud muffin, asked if we needed anything, made my over night stay as comfortable as they could, joked around us and just genuinely nice.,Even the staff was nice directing me to all the different rooms that he was in that whole week, they would actually walk me to the elevators, to the halls, or the different buildings so I can walk to the room with ease. ,I am so glad he was checked-in at this hospital!",Houston Methodist Hospital
5.0,"I'm a post heart transplant patient here at Houston Methodist. I had my heart transplant on May 24th, 2009. Now I'm doing great now after 6 years. Now I go to annual checkup here. The staff here are very nice and helpful. The nurses here are very skilled and experience in doing there job with no pain. The nurses here are very nice and eager to talk to there patients and learn about us. There heart lung support is also great too. I am blessed to have Houston Methodist as my family hospital.",Houston Methodist Hospital
5.0,"I want to thank the entire Emergency Room staff for all their incredible work. I have always been treated well. Thank you, especially to Dr. Briese, the greatest E.R. doctor a hospital can have.",Houston Methodist Hospital
5.0,"Can't say enough good things about Methodist Hospital.  ,I think I got to the hospital, via ambulance from the clinic, around 4pm, checked-in, to the room, IV'd up, records reviewed and put into surgery for acute appendicitis by 7pm. ,Had a good private room in Dunn Tower.  One of the nurses said they were eliminating most of the ""shared"" rooms.  Most all would be private.  I like that.  ,Superior nursing staff and assistants. Very thorough and competant. I felt safe in their care.,Went home about 21 hours after laparoscopic surgery. 8 days later, it's all good.,Methodist will be our choice in the future.",Houston Methodist Hospital
5.0,"I took my mother here several times for hospital and appointments and I think highly of this hospital as a Whole. Staff is soo helpful and willing to assist you! Hospital is very clean! If you drive this far to get to medical center, may as well stay for lunch!",Houston Methodist Hospital
5.0,"I am a double lung Transplant patient. During my extended illness, I've been admitted to many hospitals, Methodist among them.,I'm now on day 20 of this ""extended vacation,"" now not being able to leave until after my Transplant surgery. If this place was like many, it would be grim indeed. But everyone, and I do mean everyone, on the staff goes out of their way to make sure you're comfortable and as happy as can be. That includes family and caregivers staying with the patients. There really is exceptional care here. ,The rooms are comfortable, with homey furniture and lighting. There's even DVD player and VCR. I will say my view is of another building, which is not very appealing, but that's OK. ,All in all, I would highly recommend this hospital to anyone.",Houston Methodist Hospital
4.0,"I have an autoimmune disease so whenever I have a flare up I am constantly in and out of the hospital and ER room... I should also mention that I live in North Houston like the Willowbrook area and while there is a Methodist in the Willowbrook area I CHOOSE to drive to the medical center to be seen or I will go to the Emergency Care Center at Kirby. I have always received excellent care at this hospital, in the ER, ICU, and on the patient floors. There is always at least 1 standout staff member each time. All of my drs are a part of the Methodist system as well and whenever I need to get a hold of one its always easy for a nurse to contact them. My only complaints are for the food... which I have to be on a special menu and they recently changed it and removed some of my favorite foods... :( also I wish that the cafeteria would be open 24 hours... maybe not full but at least have a self serve place or something... not just for patients but their visitors as well... I have to complain about the parking as well... I know that its the medical center and the hospital has no control over the parking but its confusing how some garages are more expensive than others... Oh well.. I guess its the price you pay... (literally) This will always be my hospital of choice... I am currently awaiting a kidney transplant and luckily this is my transplant hospital as well.",Houston Methodist Hospital
5.0,"I had some outpatient surgery at Methodist and received what I felt was top notch service.  I don't go to the hospital often, but I really felt that everyone that helped me (5+ people throughout the day), gave me VIP treatment.  I was not rushed and I felt well taken care of.,This review is based on my personal experience and all statements made herein reflect my personal opinion only. Your experience may be completely different.",Houston Methodist Hospital
5.0,"Taking care of my Grandma for heart surgery. ,If you've stayed at a 5 star hotel.... this is kind of like it in the Hospital field. This is one NICE hospital. Friendly staff, great cafe with any different dining options, sushi, American, Chinese, etc.... ,Great Free Wi-fi.,Easy Parking Garage.,Short walking distance to many rooms.,This hospital is a 5 star from the interior to the patient care.,Will post photos of hospital son.",Houston Methodist Hospital
5.0,"Well I now must rant and rave about the wonderful care we received while Chris was in this past week for 24-hour EEG monitoring for his epilepsy.  The 4th floor of the Main Bldg is filled with a caring, compassionate, concerned and extremely helpful team of VERY dedicated healthcare providers.,The very first day of admit, we were greeted by a very lovely and kind woman named Monique.  She led us to the room where Chris would be staying for the duration of his testing in Neurology ICU.  I HAVE to point out that we arrived around 7:45am; and when I came back during my lunchtime, Ms. Monique was still here.  When I got off work and came over to have dinner with Chris, Ms. Monique was still here.  I even left for a bit to come home and gather clothing, and Ms. Monique was still here!!  I even asked her if she ever goes home, and she chuckled and informed me she was working a double.  WOW, she had been there like ALL day and possibly close to 24 hours yet still had a wonderful attitude, warm smile and went out of her way to make me comfy.  She gathered bedding and pillows for me and set up my bed so I could get it ready; this is true dedication.,Chris received such incredible care from all the nursing and PCA staff: Christine, Emily, Eva, George.  They were all so dedicated and very kind and compassionate as well, always answering any questions/concerns we had.  Now, I might get this wrong; however I believe they are technicians (I could be wrong) but Mozart and Tamekia (they were doing the monitoring) were very attentive, dedicated and equally compassionate.  We developed a really great bond with Ms. Tamekia who would come check in with us every evening and have a nice little chat and chuckle with us.  She was on-point with every movement Chris made or had, calling into the room to see if everything was fine.,Everyone from the nurses to the PCAs and the techs all work cohesively as a strong team and family when it came to Chris having finally had a seizure.  No one pushed me out of the way at all or asked to me to leave or asked me to step away but rather we all worked together which I thought was absolutely wonderful.  To see this team in action with their dedication, unyielding compassion and swiftness to such an urgent situation was mesmerizing.  ,Having had several unpleasant experiences over the years with different Memorial Hospital locations, it clear that Methodist Hospital is milestones above the rest: they are the BEST.  If you should ever have any kind of issue, emergency or need a really great physician, look to Methodist for your needs.  Trust me, you will not be disappointed.",Houston Methodist Hospital
4.0,"Was in ER from 11.00Am till 9.00pm when I got the room. ER full n crazy. People were lined up in stretchers in corridors like busses line up. But when I got the room relief. Staff awesome excellent professional friendly. This is 3rd floor chest pain unit staff I talking about..Even the doctor and technical staff and  cleaning staff awesome. The nurses Everytime they come explan me in detail abt the medicines injection given to me. Also day goals they plan for each patients.,Wish they employ more people in ER so patients r treated fast.  But like I said the staff awesome Thank you all.hopefully will be discharged today after some tests,Hospital food for patients very strict health food.  Cafeteria food good also.",Houston Methodist Hospital
1.0,"ER EXPERIENCE: Completely crappy. Came in at 3AM because of a chin laceration... And I left at 6AM without being seen because I was tired of waiting. Shame on you for LYING to me and telling me that my wait would be less than an hour when I asked after 1 hour of waiting. I don't normally get this livid but eff you guys. ,There was a geriatric patient who was there even before me and he STILL hadn't been seen. I expected this from a county hospital, not someone I was going as an insurance patient. The waiting isn't as bad as the fact that they straight up LIED to me about it.",Houston Methodist Hospital
5.0,"I was a kidney donor so I went to Houston Methodist (HM) several times for testing, and eventually for surgery and overnight stays.  ,From the very first phone call I received from the donor coordinator to the day of my follow up appointment, I had a wonderful experience.  ,1. Staff:  AMAZING!  ,-Jennifer Hamilton was my donor coordinator and she was always available to answer questions or concerns I had regarding the kidney surgery. If she was busy in clinic, she would return my call or email later in the day. She was very helpful explaining everything along the way and made me extremely comfortable and confident in my decision to donate.,-Dr. Goh was my surgeon and he did a great job- my scar is so small.  He met with me before I was put under to explain what he would do in the surgery and answer any questions I had.  I also saw him during my stay at the hospital and in my follow up appointment a couple weeks later.,-All other stay (living donor bank, front desk, nurses, etc) were very polite and always explained what they were doing and always made sure I was comfortable.,2.Hospital: Thought I was at a hotel!,-Transplant center was busy but they were quick to get people through, there is free coffee, tea, water bottles, and hot chocolate in the waiting room, a TV and plenty of sitting room.,-recovery floor: my room was not what I expected or anything compared to the room my boyfriend is currently in.  There was a bathroom, a tv, couch, desk, table, dresser, etc.  It was cleaned daily and it was carpet which was so much better than the cold floors.  I felt like I was staying in a hotel  (minus the pain, and having to get my vitals taken and medicine given) but when they did wake me up at night they didn't turn the lights on and were quick so I could fall back asleep.  If my arm was accessible they wouldn't wake me and just change my IV while I was sleeping. They also made sure my guests that stayed the night were comfortable and had plenty of blankets.  The nursing staff was quick to respond to the call button or anything I had asked for.,3. Food: won't go hungry,patients: Since I was on a restricted liquid diet for a couple days, I can't really say much since options were limited.  Once my diet changed I was able to order whatever I wanted off the menu.  I'm pretty sure I ate a ton of ice cream. You can call for room service at anytime.  The food was pretty good too. They also came around in the afternoon with a snack cart to each room to offer fruit, coffee or juice, and cookies or brownies.  ,For guests: There is a cafe down stairs and since buildings are attached you can walk to another one to get something.  The food is ok, not horrible.  You can also walk outside where there is a chipotle around the corner and some grill that I can't remember the name. ,Overall:  Everything was extremely clean and didn't have the 'hospital smell', it was nicely decorated too so you didn't feel like you were in a hospital.  If I ever get surgery or medical treatment again, HM will be my first option if possible.  The experience I had here was wonderful and I couldn't have asked for a better medical staff and place to get the surgery done.  I am extremely pleased and you will be too.",Houston Methodist Hospital
4.0,"This is a nice hospital.  They are excellent in what they do.  I have no complaints here.  If I was to get sick or in need of some help, this is the place to be.",Houston Methodist Hospital
5.0,"I really can't say enough about the staff at this hospital, you will find a group of dedicated professionals who really care about your well being. I entered this facility knocking on death's door. When I awakened from a coma 10 days after I checked into the Emergency Room, I felt I was treated with the same level of care as former President George H. W. Bush received when he was admitted for his medical issues. You can tell these folks really love what they do. I read some reviews about the staff being over worked and this may be true, but that's not their fault. Everyone ,from top to bottom made me feel that my recovery was a priority and that is truly appreciated. I don't always check into hospitals.... but when I do It's Houston Methodist Hospital. Stay healthy my friends.",Houston Methodist Hospital
3.0,"Pretty crowded. Most of he staff was quite helpful, but the environment made the situation with a family member a bit on edge.",Houston Methodist Hospital
4.0,"Dear Billing Dept,,Please send me ONE consolidated bill for my charges. Every month, despite calls to you telling me I have to call some billing company outside of Texas, I receive 8 bills with the same account number. Call me crazy, but this would end up having to be paid by an increase in patient costs if you mail 8 bills to every patient. Do you really need to spend 0.49 cents to bill me for 0.31 cents?!,We love your MDs, staff and have nothing but great things to say about your hospital. This is really poor customer service...billing is the weak link of an otherwise awesome hospital!",Houston Methodist Hospital
2.0,"I gave birth to my son here. The overall patient experience was a okay. Nurses were over worked and no proper post op instructions were given. The lack of information may indirectly lead to my son's hospitalization just two days after discharge. However to be fair it's just a speculation. Which really annoyed me is the billing department.,I pre-registered more than one month before labor and I even called to verify that they had the information. Guess what? While I was in intense labor, the phone in delivery room rang and asked for me. It was the billing office asking if I had insurance! WTF! Despite being very mad, my husband gave them the information. But it was not the end! Just a few hours after my son was born, the phone rang again! It was the billing office again! Asking the same thing! I thought I was crazy until I verified with the nurse. Yes they did call twice during my short hospital stay asking the same thing. Do you think that was all? NO! A few days after I received my son's hospital bill listing him as self pay. Billing ppl do you have any job training? Newborn is covered under mom for the first 30 days! To make us even more frustrated, a few month later they called us again saying that the insurance company hasn't paid them and we needed to pay. PLEASE! Billing people! It is your job to chase down insurance company! It's not like I have a random insurance I have BCBS!,I realize the administration at methodist will never read this review or care about my experience. If you have a choice, please go somewhere else. We had much better experience with children's hospital.",Houston Methodist Hospital
1.0,"I am so glad I canceled my registration at St. Joseph's for Methodist. The nurses in L&D are amazingly kind, caring, and attentive. Even the registration was a breeze. I'm looking forward to coming back for my ""longer"" stay.,Edit: The most condescending staff ever!!! Needless to say, they ignored my medical complaints and the issue got worst so I'm now changing hospitals in the middle of an emergency!",Houston Methodist Hospital
5.0,"We have had 2 babies delivered here, the best care, the best service, and the moat knowledgable staff I have had the honor of working with..,Love you guys and thanks for my angels..",Methodist Sugar Land Hospital
5.0,Staff is always friendly and parking is easy.,Methodist Sugar Land Hospital
4.0,"One of the nicest hospital's in Sugar Land. Free WiFi for guests of the hospital! Just happen to be here for a small corporate event and found myself admiring the friendly staff and people around. ,The care of some nurses at the hospital can be great, but of course be weary of some of the care other nurses provide, not everyone is the same.  ,It could use a better cafeteria and gift shop, overall the hospital is there for the patient.  The area surrounding the hospital gives you good choices on restaurant alternatives.,The heart and cardiovascular services of the hospital is excellent from the surgeons to the nurses (specifically in the ICU) and the equipment used on the patients are some of the highly advanced technical equipment to monitor the patients condition.",Methodist Sugar Land Hospital
4.0,"Came here to visit a patient that was staying here for a week. I thought that I wasn't going to be able to stay over night but the nurses said I could.  I've been to a couple of hospitals and this one beats all of the other ones.  This hospital is very friendly, great customer service, nurses and doctors. I would recommend this to any one.",Methodist Sugar Land Hospital
5.0,"You don't want to be in a hospital. But if life throws you a curve ball, this place is as good as it gets. I was treated here for pneumonia from Feb 6 to 22, 2010. I have been using the outpatient lab since last month. I was here on June 4 and then this morning. Shay, the phlebotomists drew blood both times. She is a very nice young lady. This morning I was going to give blood as well as a cupful of ""you know what"". Since I had been fasting, Shay brought me a bottle of water and let me wait till I was ready to fill the cup. Once we were done, Shay walked me out. I will see her in a couple of months.",Methodist Sugar Land Hospital
5.0,What a wonderful hospital. Nurses in the ICU and on the 4th floor are great! The staff here really knows what they are doing!,Methodist Sugar Land Hospital
5.0,"This review is for Dr. Hema C Patel in suite 530. I've been her patient since 2012.  She's a good listener and easy to talk to. She speaks candidly without being cold or scornful. If you have an issue, she's intent on getting you back on track which I love. Every time I see her it's like catching up with an old friend. I know she keeps notes like all other doctors but it seriously feels like a personal relationship with her.,Expect to see her within 30 minutes of your appointment time.  Her staff is friendly enough and runs her office efficiently.",Houston Methodist West Hospital
5.0,"I had a great experience here (great as far as appendicitis goes), and experienced fantastic accommodations and bedside manner at this hospital. All the nurses and doctors were competent and friendly and tried their best to make me feel at ease pre-surgery, which was fantastic. My doctor, Dr. Nguyen, explained the procedure of my appendectomy very thoroughly and clearly and my nurse Heather was so nice and understanding throughout the entire ordeal.,The facilities at this hospital are also top-notch. My room had a fantastic view and everything inside seemed very new and up to date. ,They took my health insurance, Aetna, without any issues. My appendectomy came out to a very reasonable price after my insurance paid for most of it. Thanks for saving my life without driving me into bankruptcy Houston Methodist West!! Keep it up!!",Houston Methodist West Hospital
5.0,"My good ol trusted hospital. It's usually clean, the staff is always on point and very polite. The nurses and doctors are well trained. I trust this hospital so much that after my first delivery where I want to delivery my second child here.",Houston Methodist West Hospital
1.0,"I went to this ER after passing out several times at work. The only thing that got me back to a room in a timely manner (in my opinion) is that I happened to pass out while they were doing an EKG in the triage room. ,I warned the tech who was with me that I felt nauseous and might pass out again, and she hurried looking for a bag instead of making sure I was safe. I pointed out the emesis bags on the wall and in a rude tone she said she knew those were there but wanted something else for me. That's the last thing I remember.,As I came to, someone was shouting that I was having focal seizures (what?! No history of seizures for me or my family) and to get me into a room ASAP. They slapped oxygen on me without a pulse ox and wheeled me to a room where a nurse told me to change into a gown. I took the oxygen off so I could change and forgot to put it back on. The nurse came back in and checked my blood pressure but didn't check my oxygen saturation. He didn't say anything about seizure activity and I was crying, thinking that I had some new neurological disorder so I wasn't thinking clearly enough to ask apporpriate questions. He told me a doctor would be in soon.,We waited about an hour and the nurse came back in asking if a doctor has been in yet. I said no and he said he would be right back. A nurse practitioner (or maybe PA?) came in and looked at my labs, asked me my symptoms, I told her I was taking a beta-blocker and she wrote that down. She started walking out saying my labs looked great but I was probably dehydrated. How does that add up?,The nurse was nice enough but when he came to attach fluids to my IV he had (what looked like) dried blood on his hands. I'm not sure if he washed his hands before entering the room, but he definitely didn't put gloves on when touching my IV which is my preference when I care for patients.,An IV bolus and a couple hours later I was discharged with instructions regarding dehydration. How could I be dehydrated when my chemistry panel and urinalysis came back normal? I went to see my PCP the next day and he said stop taking the beta-blocker immediately, that's what's making me pass out. Easy enough fix. Told me to rest for  a few days without work and I should be OK. Luckily I didn't take my beta-blocker that morning because I assumed that's what the problem was. If I had kept taking it I would've ended up back in the ER. Thanks for incorrectly diagnosing me, Methodist ER. Twice.,I will never return to this ER. ,On a positive note, the outpatient experience I've had so far has been great with the providers (not so much their ancillary staff). When I had an ultrasound done the ultrasonagrapher was friendly and proficient. I love my PCP Dr. Medrano and will continue to see him. However, since my ER experience was so bad I can't give any more stars on my yelp review. I filled out a survey they sent to me about a month ago and put my name and phone number requesting a call. No one every called me. ,Please don't go to this ER if your life is in danger, I'd be scared for you.",Houston Methodist West Hospital
5.0,Great updated hospital that takes good care of patients.  They recognize problems quickly and acted fast enough to really help out my family in the past.  I recommend it to family.,Houston Methodist Willowbrook Hospital
4.0,"We delivered our baby here by unexpected C-section.  Came in on a thursday to induce, delivered on a early Saturday morning and left on a Tuesday.  We had private rooms throughout our stay with an extra bed, the post delivery room was more comfortable than the labor and delivery room.,We had wonderful nurses and doctors in Labor and Delivery and in post delivery care.  Sometimes I wished that they would let us sleep instead of coming into our rooms at 2am to get our blood pressure and temperature.  I don't think I ever got very much sleep while there except while on IV pain meds.  My delivering doctor came in everyday to check up on us.  Nurses were kind and attentive.  ,Breastfeeding isn't always intuitive to mom or baby. They had 3 lactation consultants on staff at the hospital and they were super patient and passionate about the work they do there.  They came in everyday to check in on us too and spent a lot of time with us working on our latch and came up with inventive solutions to help try to feed our baby.  I am super grateful.  ,Tip:  You can rent a Medela Symphony breast pump from the gift shop downstairs for a 2 weeks minimum for around $35.  Totally worth it until you get your breast pump or latch to be consistent. ,Food - I was surprised at the range of food available to order.  They had quite the variety, a 3 page menu for non solid diet and then a 4 page menu when solid food was allowed.  Order about 30-60 minutes ahead and they deliver like room service.  I was usually busy feeding or sleeping so I never got to eat the meals while they were hot.  So that's not their fault.  3 square meals a day and then they had a nutrition room where you could go get snacks, juices and coffee.,I left after my 3rd day, wishing I could stay longer, knowing I wouldn't be able to rest as much as I did in the hospital.  The billing department made me feel uncomfortable on my second day there.  Someone from their billing department asked for my credit card number to charge $901 for my stay.  I thought that was odd and unusual but at the moment I felt I was uneasy also not paying.  Kind of like someone giving you the bill at a restaurant.  How do you not pay?  After giving her my CC number over the phone, I thought the amount she asked for was bogus as I spoke to insurance and Willowbrook hospital before admission and they only quoted my stay to be for  1/2 of that amount.  I panicked and wondered if I had given my CC number to a con.  It turned out it was the hospital and now my insurance company is working on getting the amount corrected.  ,Tip:  Have your insurance company talk to billing instead of handing over your CC number like I did.,Besides being shaken down by their billing department.  I had a good experience,  I felt the staffed was thoughtful and attentive to us and our family.",Houston Methodist Willowbrook Hospital
5.0,"Absolutely wonderful nurses - especially Nicole and Kristen! Kind, attentive, positive and knowledgeable. My doctor, Jeanne Smith, worked with my wishes for nearly 60 hrs to avoid a c-section. I had a wonderful birthing experience here.",Houston Methodist Willowbrook Hospital
1.0,"My father saw Dr Daniel Kelly a few hours ago. We went in to have him checked after reporting lower back pain and neck pain after a minor car accident a few days ago. Starting from his nurse, the doctor, and even the Xray tech, they were all unbelievable. These people weren't aware that my sister works in the medical field as well and after getting enough of their nonsense, she started questioning them and they started getting nervous with the questions. The Xray tech was obviously upset because she told him that he wasn't following some procedures. I am so glad that when dealing with health, we're able to request the right tests to be done and not be taken advantage of.",Houston Methodist Willowbrook Hospital
5.0,"My father-in-law has unfortunately been here for more than three weeks, but the silver lining during this time is the AMAZING nurses who have taken such good care of him. Having gone back and forth between ICU and a regular room he has encountered several nurses between floors but no more who it is each nurse has been so attentive to his needs. They work tirelessly around the clock and no matter what time of day it is, each person has a pleasant smile. Those that come to mind that have stood out for me are Amy in ICU, Alphonso, Donnie, and Teria. ,I hope no one ever has to go to the hospital but if you and come to Willowbrook Methodist Hospital, you will be in great hands!",Houston Methodist Willowbrook Hospital
5.0,"After a horrible experience at North Cypress Medical Center (see separate review), my sister took my 87 year old mother to the emergency room at Houston Methodist Willowbrook Hospital.  The doctors and the staff were great.  My mother was in the hospital for 3 weeks and everyone was so kind and caring.  I was there everyday while she was in the hospital and cannot say enough about the good care she received.  My father was a doctor and we are familiar with good and bad care and we definitely appreciate all that they did to take care of my mother.",Houston Methodist Willowbrook Hospital
3.0,"I had to take my mom to the ER several times in the span of August-October of Last year for varies reason. I have encountered some questionable situations about their ER section. It seems like the staff who work the front desk could careless about your entrance. I can't say this is everybody, but it was the ones I was there those months. Of course, my mom went through some things that needed immediate attention. I am Very disappointed with the front desk staff. There have been several occasions where I took my mom in and NOBODY even acknowledge that we are waiting right in front of them. In fact, there was a manager at a computer desk doing some paperwork, not even caring for people walking up to her. She doesn't even look up. Seriously, if you're going to sit at a computer, let alone at the ER section of the hospital at least show some concern for your patients. I witnessed some people in great pain and they said their wait had been all day! Front desk knew about it, but didn't offer anything to comfort them. Unfortunately, they take patients based on severity, even if you arrived hours before a person with the greatest need. Which I can understand, but how can you measure that equally in all situations?!? Anyhow, once you get passed the ER desk to the back there are extremely caring physicians.",Houston Methodist Willowbrook Hospital
4.0,"This was the place that I spent most of my nights and weekends at for this year. I was here for 13 weeks straight because my grandmother got sick. She came in with pneumonia and came out with a pacemaker and kidney dialysis.  In the first part, we went to the ER. The ER doctors were finally helpful. They seemed nice and attentive. We had gotten Dr. Caspers again. He recognized my grandmother from years ago and spent the whole entire day in the ER waiting for a bed on the 5th floor. The nurses on the 5th floor are hit and misses. I understand that most nurses on the floor have 4 or 6 patients that they have to tend to but I don't think elderly patients get any love especially the ones that don't speak well or understand English for example my grandmother. Plus, I remembered there were other patients in the other room that the nurses had to yell at or one patient kept hitting the call button to get help but no one came to help.,Among all of the my grandma's nurses and doctors (trust me, she had so many during the morning and night shifts) I had to file a compliant against one of the nurses because she was rude and racist. I just felt that she is in better hands with the nurses and doctors. Plus, that is what nurses in the hospitals are supposed to do which is take care of their patients right? But us being there was to give my granny comfort and letting her know that we are there for her but it was putting a strand on my marriage since my husband would take care of my grandma in the day time, I would go after work until late or even sleep at the hospital. So, I had asked her nurse to take care of my granny because I just need a day to relax in my house on a Saturday since I haven't been home in months. She had the audacity to say, ""Ugh, how am I going to talk to her even though she (my granny) can't understand me"" I told her nicely that my granny can understand you and she can speak. It may be broken English but she can speak. I found that very rude because this hospitals have translators that the nurse could have called plus, I told the nurse that I don't live that far and she can always call me since my number is plastered on the walls.,Oh! Also!!! With non-speaking patients, please beware of some of the nurses that will try to get some kind of pills that aren't supposed to be in their system to knock them out. That has happened to us twice when I demanded to speak to the charge nurse and figured out why my granny received the meds. I saw it in front of me with my eyes when I specifically told a nurse not to give it to my granny and she went behind my back and did it. So, if you are able to spend time with your love ones every day, I recommend you that you should ask the nurses what kind of pills is your love one taking and remember it. Because the patients with no voice (can't speak English) can't talk for themselves.,Besides that few nurses we've had encountered, we spent many times in the ICU and NICU on the 3rd floor, the regular rooms on the 5th floor and 7th floor. I have to admit that the nurses on ICU and NICU are so awesome! They saved my family. The nurses kept telling us that we didn't need to go there and they will take care of my granny. My mother and I was able to get few great nights of sleep. There are also a few of the nurses on the 5th floor and 7th floor that are great as well.  If I could, I would name all of the nurses on here and the personal assistants.",Houston Methodist Willowbrook Hospital
1.0,"I'd give a negative star rating if I could for the ER.  I went in with a suicidal crisis.  They immediately put me in a room, took 4 vials of blood, the Dr asked me why I was there.  I explained I have C-PTSD--she had to question me multiple times what I said and what that was.  I swear she Googled it when she left.  They left me ALONE WITH NO TREATMENT OR CHECKUPS FOR 11 HOURS!!!!,Oh yeah...the only thing they did give me was 2 potassium pills.  I had to self medicate myself for anxiety.",Houston Methodist West Hospital
5.0,"Best  service ever! The staff of administration , the nurses the doctors. They kept us informed the whole time. My daughter had a bad case of strep and had her tonsils removed. I can't say how thankful as a mother the level of care she received. They were attentive. You can tell everyone loves there job!",Houston Methodist West Hospital
